customer_id,first_name,last_name,email,phone,join_date,loyalty_points_balance,last_transaction_date,status
CUST000022,Anita,Bose,anita.bose22@example.com,9917169517,2020-08-16,25,2025-11-16,VIP
CUST000023,Anita,Kumar,anita.kumar23@example.com,9369332987,2019-11-13,161,2025-10-08,ACTIVE
CUST000024,,Singh,user.singh24@example.com,9175284047,2025-08-22,208,2024-09-06,ACTIVE
CUST000025,Rahul,Patel,rahul.patel25@example.com,9974113659,2017-04-23,60,2023-12-03,ACTIVE
CUST000026,Rahul,Iyer,rahul.iyer26@example.com,9530853434,2021-07-06,45,2025-04-10,ACTIVE
CUST000027,Meera,Gupta,meera.gupta27@example.com,9161714076,2024-12-30,32,2024-02-16,ACTIVE
CUST000028,Asha,Patel,asha.patel28@example.com,9006390009,2018-05-11,12,2023-09-10,ACTIVE
CUST000029,Rahul,Chatterjee,rahul.chatterjee29@example.com,9936268250,2024-11-26,12,2025-04-16,ACTIVE
CUST000030,Karan,Sharma,karan.sharma30@example.com,9428166126,2023-05-05,304,2023-02-02,GUEST
CUST000031,Anita,Sharma,anita.sharma31@example.com,9038965422,2025-02-09,165,2024-04-23,ACTIVE
CUST000032,Meera,Joshi,meera.joshi32@example.com,9725226046,2023-10-25,18,2023-04-20,INACTIVE
CUST000033,Anita,Joshi,anita.joshi33@example.com,9415865364,2023-02-02,23,2023-11-01,ACTIVE
CUST000034,Meera,Chatterjee,meera.chatterjee34@example.com,9676584083,2023-12-15,106,2023-08-27,ACTIVE
CUST000035,Rohan,Desai,rohan.desai35@example.com,9306205028,2022-10-23,144,2024-05-14,ACTIVE
CUST000036,Swapna,Joshi,,9800627381,2020-08-08,166,2024-02-17,ACTIVE
CUST000037,Neha,Verma,neha.verma37@example.com,9540314890,2023-03-05,17,2024-09-11,INACTIVE
CUST000038,Meera,Bose,meera.bose38@example.com,9271928597,2020-12-04,414,2022-08-17,ACTIVE
CUST000039,Anita,Sharma,anita.sharma39@example.com,9838112483,2020-07-16,25,2023-02-20,NEW
CUST000040,Priya,Malhotra,priya.malhotra40@example.com,9271373712,2023-09-23,89,2025-01-25,INACTIVE
CUST000041,Priya,Patel,priya.patel41@example.com,9647313701,2017-09-19,88,2024-07-12,ACTIVE
CUST000042,Karan,Bose,karan.bose42@example.com,9220160752,2019-07-10,342,2022-11-19,INACTIVE
CUST000043,Amit,Malhotra,amit.malhotra43@example.com,9216260053,2016-02-14,107,2024-03-09,ACTIVE
CUST000044,Swapna,Verma,swapna.verma44@example.com,9465367978,2023-09-25,87,2024-08-15,ACTIVE
CUST000045,Meera,Mehra,meera.mehra45@example.com,9953630209,2022-05-20,73,2025-09-19,ACTIVE
CUST000046,Rahul,Gupta,rahul.gupta46@example.com,,2020-12-13,144,,ACTIVE
CUST000047,Sunita,Bose,sunita.bose47@example.com,9580762245,2019-01-13,11,2023-11-02,INACTIVE
CUST000048,Rohan,Kumar,rohan.kumar48@example.com,9269464427,2025-06-14,0,2024-04-27,SUSPECT
CUST000049,Ravi,Bose,ravi.bose49@example.com,9495856580,2020-10-13,304,2024-04-11,NEW
CUST000050,Asha,Malhotra,asha.malhotra50@example.com,9870140628,2016-03-01,69,2023-11-10,GUEST
CUST000051,Rahul,Roy,rahul.roy51@example.com,9994047295,2025-09-18,39,2023-04-15,ACTIVE
CUST000052,Sunita,Gupta,sunita.gupta52@example.com,,2020-11-23,45,2022-10-09,NEW
CUST000053,Amit,Gupta,amit.gupta53@example.com,9678388799,2022-11-07,162,2023-11-10,NEW
CUST000054,Swapna,Iyer,swapna.iyer54@example.com,,2023-12-29,48,2024-03-29,ACTIVE
CUST000055,Karan,Desai,karan.desai55@example.com,9713428194,2018-07-26,147,2023-06-20,INACTIVE
CUST000056,Neha,Gupta,neha.gupta56@example.com,9743552553,2019-10-07,58,2023-01-16,ACTIVE
CUST000057,Kavita,Verma,kavita.verma57@example.com,9970069153,2022-01-19,185,2023-03-31,NEW
CUST000058,Priya,Patel,priya.patel58@example.com,9881746226,2018-08-15,7,2025-05-19,GUEST
CUST000059,Suresh,Bose,suresh.bose59@example.com,9844487971,2024-06-29,65,2023-01-11,GUEST
CUST000060,Suresh,Khan,suresh.khan60@example.com,9011400699,2022-06-10,62,2024-10-18,ACTIVE
CUST000061,Kavita,Chatterjee,kavita.chatterjee61@example.com,9744265897,2024-08-20,30,2023-01-30,INACTIVE
CUST000062,Asha,Verma,asha.verma62@example.com,9515776719,2023-05-29,287,2024-06-24,ACTIVE
CUST000063,Anita,Patel,anita.patel63@example.com,9809466790,2023-05-16,235,2024-03-02,ACTIVE
CUST000064,Rahul,Joshi,rahul.joshi64@example.com,9576389358,2022-07-29,58,2024-12-28,ACTIVE
CUST000065,Neha,Roy,neha.roy65@example.com,9491638460,2024-02-22,10,2024-07-15,ACTIVE
CUST000066,Sunita,Roy,sunita.roy66@example.com,9349245961,2018-05-27,23,2023-03-28,ACTIVE
CUST000067,Vishal,Verma,vishal.verma67@example.com,9757371928,2019-01-27,31,2022-09-07,ACTIVE
CUST000068,Suresh,Mehra,suresh.mehra68@example.com,9083176830,2018-06-30,66,2025-04-16,ACTIVE
CUST000069,Neha,Mehra,neha.mehra69@example.com,9833012408,2021-05-13,41,2025-01-31,INACTIVE
CUST000070,Priya,Roy,priya.roy70@example.com,,2017-12-13,148,2024-12-31,ACTIVE
CUST000071,Amit,Khan,amit.khan71@example.com,9524588779,2019-06-23,64,2023-07-09,ACTIVE
CUST000072,Vishal,Khan,vishal.khan72@example.com,9407961613,2021-01-20,204,2022-11-14,SUSPECT
CUST000073,Rohan,Verma,rohan.verma73@example.com,9027580435,2022-05-25,546,2024-10-14,ACTIVE
CUST000074,Sunita,Mehra,sunita.mehra74@example.com,9535610176,2024-04-18,24,2023-12-14,ACTIVE
CUST000075,Ravi,Khan,ravi.khan75@example.com,9957108964,2024-12-30,94,2023-02-27,ACTIVE
CUST000076,Anita,Mehra,invalid-email,9903531444,2016-05-15,188,2023-09-01,GUEST
CUST000077,Neha,Mehra,neha.mehra77@example.com,9545813022,2024-08-29,290,2023-03-25,ACTIVE
CUST000078,Sunita,Roy,sunita.roy78@example.com,9511641995,2023-01-30,34,2022-12-04,INACTIVE
CUST000079,Priya,Singh,priya.singh79@example.com,9257725118,2017-03-22,129,2023-05-10,ACTIVE
CUST000080,Neha,Malhotra,neha.malhotra80@example.com,9519264961,2018-10-29,1,2023-12-31,NEW
CUST000081,Karan,Gupta,karan.gupta81@example.com,9923098471,2020-03-07,211,2022-12-22,ACTIVE
CUST000082,Amit,Khan,amit.khan82@example.com,9918544208,2021-11-04,6,2023-09-15,NEW
CUST000083,Rahul,Malhotra,invalid-email,9123264544,2021-05-04,132,2024-04-19,ACTIVE
CUST000084,Karan,Iyer,karan.iyer84@example.com,9949754100,2016-02-08,522,2024-11-18,ACTIVE
CUST000085,Vishal,Bose,vishal.bose85@example.com,,2018-10-17,69,2025-03-30,ACTIVE
CUST000086,Amit,Mehra,amit.mehra86@example.com,9027763154,2025-07-03,23,2025-03-22,ACTIVE
CUST000087,Karan,Mehra,,9093281404,2017-12-16,90,,ACTIVE
CUST000088,Asha,Patel,asha.patel88@example.com,9315722480,2019-06-09,97,2022-08-15,INACTIVE
CUST000089,Vishal,Roy,vishal.roy89@example.com,9750691030,2016-11-24,110,2022-10-13,ACTIVE
CUST000090,Kavita,Malhotra,kavita.malhotra90@example.com,9490790026,2018-12-03,18,2024-04-27,GUEST
CUST000091,Kavita,Mehra,kavita.mehra91@example.com,,2024-08-09,228,2024-04-16,GUEST
CUST000092,Rahul,Patel,rahul.patel92@example.com,9177275807,2017-07-21,97,,ACTIVE
CUST000093,Meera,Gupta,meera.gupta93@example.com,9669134706,2016-04-19,4,2023-12-17,INACTIVE
CUST000094,Swapna,Joshi,swapna.joshi94@example.com,9716046591,2016-12-24,115,2023-03-27,ACTIVE
CUST000095,Neha,Roy,neha.roy95@example.com,9552599793,2022-12-06,21,2025-06-22,INACTIVE
CUST000096,Swapna,Roy,swapna.roy96@example.com,9824080457,2016-07-31,2,2024-12-07,ACTIVE
CUST000097,Kavita,Khan,kavita.khan97@example.com,9119846895,2017-05-30,80,2023-03-24,ACTIVE
CUST000098,Rahul,Desai,rahul.desai98@example.com,9867781488,2023-02-12,167,2023-07-06,ACTIVE
CUST000099,Meera,Desai,meera.desai99@example.com,9146854040,2019-08-04,196,2025-04-15,ACTIVE
CUST000100,Neha,Desai,neha.desai100@example.com,9703036660,2020-03-24,10,2024-11-02,ACTIVE
CUST000101,Swapna,Chatterjee,swapna.chatterjee101@example.com,9883897517,2021-10-14,108,2024-11-09,NEW
CUST000102,Meera,Chatterjee,meera.chatterjee102@example.com,9749311931,2023-10-25,123,2025-10-07,INACTIVE
CUST000103,Anita,Khan,anita.khan103@example.com,9847184790,2025-09-16,34,2024-09-10,ACTIVE
CUST000104,Kavita,Kumar,kavita.kumar104@example.com,9234317145,2016-02-06,355,2025-08-02,ACTIVE
CUST000105,Asha,Joshi,asha.joshi105@example.com,9023885197,2020-01-09,32,2024-04-18,VIP
CUST000106,Priya,Joshi,priya.joshi106@example.com,9392282162,2022-01-23,7,2022-09-13,SUSPECT
CUST000107,Rahul,Sharma,rahul.sharma107@example.com,9524518304,2018-06-28,73,2024-02-13,ACTIVE
CUST000108,Suresh,Chatterjee,suresh.chatterjee108@example.com,9754046187,2022-02-11,118,2025-10-19,ACTIVE
CUST000109,Neha,Sharma,neha.sharma109@example.com,9022654004,2016-05-23,28,2023-03-16,GUEST
CUST000110,Priya,Gupta,priya.gupta110@example.com,9269014162,2018-03-18,41,2023-03-11,ACTIVE
CUST000111,Suresh,Khan,suresh.khan111@example.com,9691645626,2018-11-08,82,2023-12-28,ACTIVE
CUST000112,Karan,Sharma,karan.sharma112@example.com,9515519272,2025-09-13,217,2022-12-27,ACTIVE
CUST000113,Anita,Malhotra,anita.malhotra113@example.com,9219797640,2025-05-13,137,2023-07-25,ACTIVE
CUST000114,Swapna,Desai,swapna.desai114@example.com,9992460314,2024-09-18,23,2024-06-14,ACTIVE
CUST000115,Rahul,Desai,rahul.desai115@example.com,9227448895,2015-12-31,29,2024-10-30,ACTIVE
CUST000116,Sunita,Roy,sunita.roy116@example.com,9514641986,2017-09-25,74,2024-06-29,NEW
CUST000117,,Patel,user.patel117@example.com,9163786385,2024-03-31,146,2023-11-21,ACTIVE
CUST000118,Swapna,Bose,swapna.bose118@example.com,9511747754,2019-06-18,96,2025-06-25,ACTIVE
CUST000119,Kavita,Iyer,kavita.iyer119@example.com,9500589829,2021-11-16,69,2025-01-12,ACTIVE
CUST000120,Sunita,Singh,sunita.singh120@example.com,9357937768,2017-06-25,90,2022-11-22,ACTIVE
CUST000121,Asha,Bose,asha.bose121@example.com,9926393819,2020-06-12,141,2022-08-19,NEW
CUST000122,Priya,Gupta,priya.gupta122@example.com,9447980950,2016-07-15,77,2022-12-19,ACTIVE
CUST000123,Sunita,Verma,sunita.verma123@example.com,9421343060,2021-08-28,228,2023-12-01,ACTIVE
CUST000124,Suresh,Patel,suresh.patel124@example.com,9178264911,2018-02-06,293,2023-09-12,ACTIVE
CUST000125,Priya,Chatterjee,priya.chatterjee125@example.com,9620097524,2019-04-09,246,2025-08-25,ACTIVE
CUST000126,Priya,Singh,priya.singh126@example.com,9438677010,2023-04-12,140,2023-04-05,ACTIVE
CUST000127,Vishal,Khan,vishal.khan127@example.com,9824797625,2018-07-11,28,2024-08-06,ACTIVE
CUST000128,Ravi,Sharma,ravi.sharma128@example.com,9994118831,2018-10-16,48,2025-01-10,ACTIVE
CUST000129,Vishal,Gupta,vishal.gupta129@example.com,9982398973,2023-07-26,32,2025-09-24,INACTIVE
CUST000130,Asha,Chatterjee,asha.chatterjee130@example.com,9308160484,2017-11-14,107,2025-02-18,ACTIVE
CUST000131,Rahul,Sharma,rahul.sharma131@example.com,9870837705,2018-01-10,39,2024-09-25,NEW
CUST000132,Rahul,Kumar,rahul.kumar132@example.com,9083148968,2021-11-23,140,,ACTIVE
CUST000133,Priya,Sharma,priya.sharma133@example.com,9694649789,2020-04-09,12,2024-06-10,ACTIVE
CUST000134,Swapna,Iyer,swapna.iyer134@example.com,9247944586,2017-12-19,149,2022-08-14,ACTIVE
CUST000135,Rahul,Singh,rahul.singh135@example.com,9588026403,2018-03-17,88,2024-02-23,ACTIVE
CUST000136,Meera,Desai,meera.desai136@example.com,9909538373,2025-09-03,180,2023-11-12,ACTIVE
CUST000137,Amit,Sharma,amit.sharma137@example.com,9103258287,2017-01-14,56,2025-01-22,INACTIVE
CUST000138,Suresh,Singh,suresh.singh138@example.com,9928785380,2024-07-19,98,2023-02-27,ACTIVE
CUST000139,Rahul,Malhotra,rahul.malhotra139@example.com,9502293273,2022-03-02,80,2024-05-20,GUEST
CUST000140,Karan,Iyer,karan.iyer140@example.com,9072241242,2023-10-06,371,2024-03-07,INACTIVE
CUST000141,Sunita,Verma,sunita.verma141@example.com,9558008946,2022-11-30,140,2025-11-18,ACTIVE
CUST000142,Anita,Joshi,anita.joshi142@example.com,9023052811,2024-12-05,78,2024-04-28,ACTIVE
CUST000143,Karan,Patel,karan.patel143@example.com,9473183792,2025-07-19,19,2025-09-04,ACTIVE
CUST000144,Rahul,Joshi,rahul.joshi144@example.com,9879421189,2025-11-10,234,2023-03-20,ACTIVE
CUST000145,Meera,Malhotra,meera.malhotra145@example.com,9301319484,2016-12-06,23,2024-09-04,ACTIVE
CUST000146,Sunita,Patel,sunita.patel146@example.com,9090904186,2020-03-10,104,,INACTIVE
CUST000147,Amit,Bose,amit.bose147@example.com,9644731508,2019-12-06,275,2025-02-09,SUSPECT
CUST000148,Neha,Malhotra,neha.malhotra148@example.com,9358754979,2022-03-24,25,2024-04-29,ACTIVE
CUST000149,Priya,Chatterjee,priya.chatterjee149@example.com,9843693875,2023-02-01,25,2025-10-30,INACTIVE
CUST000150,Ravi,Bose,ravi.bose150@example.com,9692505012,2024-02-24,190,2022-10-04,ACTIVE
CUST000151,Rahul,Roy,rahul.roy151@example.com,9129378861,2019-04-02,175,2025-08-28,ACTIVE
CUST000152,Amit,Bose,amit.bose152@example.com,9003117976,2020-03-24,43,2024-02-16,ACTIVE
CUST000153,,Khan,user.khan153@example.com,,2023-04-27,30,2022-08-31,ACTIVE
CUST000154,Sunita,Sharma,sunita.sharma154@example.com,9820968175,2022-07-20,13,2023-09-26,ACTIVE
CUST000155,Kavita,Joshi,kavita.joshi155@example.com,9164556792,2024-03-27,441,2024-01-24,INACTIVE
CUST000156,Swapna,Singh,swapna.singh156@example.com,9878593297,2019-03-12,180,2023-02-20,ACTIVE
CUST000157,Suresh,Iyer,suresh.iyer157@example.com,9490555629,2018-08-28,229,2023-03-30,ACTIVE
CUST000158,Suresh,Joshi,suresh.joshi158@example.com,9049701268,2024-06-19,72,2024-09-26,ACTIVE
CUST000159,Priya,Malhotra,priya.malhotra159@example.com,9894678919,2025-03-16,-218,2022-09-30,ACTIVE
CUST000160,Sunita,Sharma,sunita.sharma160@example.com,9089956762,2024-12-31,12,2024-08-29,GUEST
CUST000161,Vishal,Kumar,vishal.kumar161@example.com,9970420217,2022-09-12,5,2025-07-14,ACTIVE
CUST000162,Anita,Sharma,anita.sharma162@example.com,9927128257,2016-04-27,40,2023-02-06,ACTIVE
CUST000163,Karan,Malhotra,karan.malhotra163@example.com,9616615683,2021-11-02,252,2025-06-03,ACTIVE
CUST000164,Rahul,Singh,rahul.singh164@example.com,9732093977,2017-04-11,294,2023-01-27,ACTIVE
CUST000165,Sunita,Khan,sunita.khan165@example.com,9435364722,2017-06-03,183,2024-12-04,ACTIVE
CUST000166,Rohan,Desai,rohan.desai166@example.com,9677410245,2023-04-08,17,2022-08-15,NEW
CUST000167,Vishal,Verma,vishal.verma167@example.com,9023312555,2019-07-20,54,2025-05-31,ACTIVE
CUST000168,Sunita,Joshi,sunita.joshi168@example.com,9757299283,2017-08-26,28,2025-11-16,ACTIVE
CUST000169,Suresh,Roy,suresh.roy169@example.com,9866083025,2021-06-14,22,2023-02-02,GUEST
CUST000170,Neha,Verma,neha.verma170@example.com,9335009612,2017-07-12,115,2024-03-03,ACTIVE
CUST000171,Rahul,Roy,rahul.roy171@example.com,9273479176,2022-03-07,66,2023-08-25,ACTIVE
CUST000172,Amit,Iyer,amit.iyer172@example.com,9434181381,2018-11-17,39,2024-09-09,NEW
CUST000173,Ravi,Gupta,ravi.gupta173@example.com,9319758039,2018-03-26,10,2024-01-15,ACTIVE
CUST000174,Amit,Sharma,,9598828798,2024-03-29,78,2024-06-05,ACTIVE
CUST000175,Vishal,Roy,vishal.roy175@example.com,9241502679,2021-01-06,42,2023-05-20,INACTIVE
CUST000176,Ravi,Joshi,ravi.joshi176@example.com,9747584527,2021-06-05,49,2023-12-30,INACTIVE
CUST000177,Meera,Joshi,invalid-email,,2023-11-29,37,2023-01-30,NEW
CUST000178,Sunita,Gupta,sunita.gupta178@example.com,9430323964,2024-11-13,48,2025-09-21,INACTIVE
CUST000179,,Joshi,user.joshi179@example.com,9559004242,2024-11-05,81,2023-11-27,ACTIVE
CUST000180,Rahul,Malhotra,rahul.malhotra180@example.com,9740237375,2022-02-17,1,2024-04-04,ACTIVE
CUST000181,Kavita,Khan,kavita.khan181@example.com,9857030516,2016-07-12,188,2024-02-15,NEW
CUST000182,Kavita,Bose,kavita.bose182@example.com,9741418789,2017-06-24,255,2024-08-18,NEW
CUST000183,Vishal,Kumar,vishal.kumar183@example.com,9630589784,2022-11-15,79,2024-01-07,ACTIVE
CUST000184,Sunita,Mehra,sunita.mehra184@example.com,9266847549,2020-03-07,31,2025-06-27,ACTIVE
CUST000185,Swapna,Verma,swapna.verma185@example.com,9855747493,2017-07-05,462,2023-02-06,VIP
CUST000186,Asha,Chatterjee,asha.chatterjee186@example.com,9320757589,2021-09-05,48,2025-05-03,NEW
CUST000187,Amit,Singh,amit.singh187@example.com,9125914070,2017-08-27,118,2025-01-06,ACTIVE
CUST000188,Kavita,Chatterjee,kavita.chatterjee188@example.com,9644156288,2018-04-19,117,2025-05-31,SUSPECT
CUST000189,Sunita,Malhotra,sunita.malhotra189@example.com,9703052672,2020-04-10,56,2025-11-14,ACTIVE
CUST000190,Karan,Mehra,karan.mehra190@example.com,9567238270,2024-06-09,22,2025-02-17,ACTIVE
CUST000191,Sunita,Verma,sunita.verma191@example.com,9518047705,2022-10-08,339,2024-04-02,ACTIVE
CUST000192,Sunita,Singh,sunita.singh192@example.com,,2020-07-25,6,2025-03-30,ACTIVE
CUST000193,Vishal,Desai,vishal.desai193@example.com,9917075522,2018-03-19,66,2024-12-26,ACTIVE
CUST000194,Rohan,Chatterjee,rohan.chatterjee194@example.com,9196187044,2017-11-03,24,,ACTIVE
CUST000195,Anita,Joshi,anita.joshi195@example.com,9544370393,2019-03-18,34,2022-09-05,INACTIVE
CUST000196,Asha,Roy,asha.roy196@example.com,9671829358,2016-03-29,176,2025-11-13,NEW
CUST000197,Swapna,Sharma,swapna.sharma197@example.com,9069429436,2022-05-21,45,2023-05-01,ACTIVE
CUST000198,Amit,Chatterjee,amit.chatterjee198@example.com,9511461144,2021-07-02,8,2022-09-12,ACTIVE
CUST000199,Suresh,Gupta,suresh.gupta199@example.com,9100856432,2023-01-24,21,2022-08-25,ACTIVE
CUST000200,,Malhotra,user.malhotra200@example.com,9718367319,2022-02-16,196,2023-08-04,GUEST
CUST000201,Rohan,Sharma,rohan.sharma201@example.com,9369863639,2021-05-26,377,,ACTIVE
CUST000202,Amit,Malhotra,amit.malhotra202@example.com,,2017-03-18,31,2024-07-26,NEW
CUST000203,Kavita,Patel,kavita.patel203@example.com,9992066911,2025-10-20,112,,SUSPECT
CUST000204,Priya,Joshi,priya.joshi204@example.com,9436487251,2017-12-30,8,2024-11-22,ACTIVE
CUST000205,Amit,Malhotra,amit.malhotra205@example.com,9908218305,2017-12-02,128,2024-05-08,ACTIVE
CUST000206,Priya,Gupta,priya.gupta206@example.com,9636715464,2017-05-11,53,2023-11-27,NEW
CUST000207,Neha,Sharma,neha.sharma207@example.com,9866835296,2023-08-09,250,2023-07-01,ACTIVE
CUST000208,Anita,Patel,anita.patel208@example.com,9723131644,2018-04-23,37,2023-09-16,INACTIVE
CUST000209,Rohan,Singh,rohan.singh209@example.com,9180480310,2024-05-28,283,2024-05-17,ACTIVE
CUST000210,Meera,Verma,meera.verma210@example.com,9875015381,2015-12-30,69,2024-09-04,ACTIVE
CUST000211,Rahul,Verma,rahul.verma211@example.com,9154641970,2025-07-02,42,2023-06-02,ACTIVE
CUST000212,Meera,Joshi,meera.joshi212@example.com,9366025386,2016-04-17,104,2023-06-13,ACTIVE
CUST000213,Sunita,Khan,sunita.khan213@example.com,9039450449,2022-10-24,28,,SUSPECT
CUST000214,Swapna,Kumar,swapna.kumar214@example.com,9161109505,2020-06-03,26,2023-07-21,ACTIVE
CUST000215,Karan,Khan,karan.khan215@example.com,9977558594,2016-12-01,21,2022-12-17,INACTIVE
CUST000216,Asha,Singh,asha.singh216@example.com,9939803387,2019-03-31,321,2025-10-19,ACTIVE
CUST000217,Suresh,Patel,suresh.patel217@example.com,9742635951,2021-05-06,67,2022-12-18,NEW
CUST000218,Kavita,Desai,kavita.desai218@example.com,9570771090,2018-06-25,139,2025-06-16,ACTIVE
CUST000219,Amit,Khan,amit.khan219@example.com,9175767016,2022-04-13,64,2023-06-12,ACTIVE
CUST000220,Ravi,Singh,ravi.singh220@example.com,9411755864,2016-12-27,88,2023-03-29,SUSPECT
CUST000221,Rohan,Desai,rohan.desai221@example.com,9884015572,2024-05-25,87,2023-02-21,ACTIVE
CUST000222,Ravi,Chatterjee,ravi.chatterjee222@example.com,9820856728,2015-12-16,390,2024-01-25,ACTIVE
CUST000223,Anita,Kumar,anita.kumar223@example.com,9659404157,2020-01-16,110,2023-02-04,ACTIVE
CUST000224,Anita,Kumar,anita.kumar224@example.com,9937224072,2016-07-13,27,2024-08-23,ACTIVE
CUST000225,Swapna,Bose,swapna.bose225@example.com,9264522184,2022-07-14,1,2024-12-21,ACTIVE
CUST000226,Karan,Singh,karan.singh226@example.com,9236894303,2022-12-02,24,2024-01-02,ACTIVE
CUST000227,Kavita,Verma,kavita.verma227@example.com,9164433297,2018-07-28,60,2023-03-11,ACTIVE
CUST000228,Asha,Sharma,asha.sharma228@example.com,9758039924,2016-09-21,49,,ACTIVE
CUST000229,Ravi,Malhotra,ravi.malhotra229@example.com,9097835092,2022-05-19,167,2022-11-12,SUSPECT
CUST000230,Swapna,Singh,swapna.singh230@example.com,9823782034,2022-07-31,153,2022-12-11,INACTIVE
CUST000231,Sunita,Kumar,sunita.kumar231@example.com,9302264667,2020-12-06,9,2022-12-23,ACTIVE
CUST000232,Vishal,Mehra,vishal.mehra232@example.com,9964535112,2023-05-07,303,2022-09-29,SUSPECT
CUST000233,Rohan,Singh,rohan.singh233@example.com,9590549785,2017-06-13,74,2024-12-10,ACTIVE
CUST000234,Asha,Gupta,asha.gupta234@example.com,9652397300,2019-10-20,90,2023-03-27,ACTIVE
CUST000235,Anita,Gupta,anita.gupta235@example.com,9696613985,2019-01-25,51,2025-08-22,ACTIVE
CUST000236,Asha,Singh,asha.singh236@example.com,9315274912,2021-03-06,104,2025-09-01,GUEST
CUST000237,Priya,Chatterjee,priya.chatterjee237@example.com,,2017-02-04,205,2022-11-01,ACTIVE
CUST000238,Amit,Khan,amit.khan238@example.com,9067196226,2022-02-22,112,2025-04-13,ACTIVE
CUST000239,Sunita,Joshi,sunita.joshi239@example.com,9513539708,2021-07-25,350,2024-09-26,ACTIVE
CUST000240,Kavita,Gupta,kavita.gupta240@example.com,9367992571,2021-11-23,120,2025-10-11,ACTIVE
CUST000241,Asha,Verma,,9866405542,2017-01-08,172,2023-08-06,NEW
CUST000242,Suresh,Kumar,suresh.kumar242@example.com,9453518236,2022-07-27,4,2024-05-16,ACTIVE
CUST000243,Karan,Gupta,karan.gupta243@example.com,9369833495,2019-11-18,111,2025-10-08,ACTIVE
CUST000244,Priya,Sharma,priya.sharma244@example.com,9518734136,2022-04-11,106,2024-09-07,ACTIVE
CUST000245,Suresh,Khan,suresh.khan245@example.com,9491523220,2020-06-14,10,2024-09-15,ACTIVE
CUST000246,Priya,Verma,priya.verma246@example.com,9972843043,2025-09-23,184,2025-08-24,ACTIVE
CUST000247,Vishal,Patel,vishal.patel247@example.com,9469237395,2017-03-30,95,2024-07-13,ACTIVE
CUST000248,Swapna,Kumar,swapna.kumar248@example.com,9054493868,2015-12-14,10,2025-05-28,ACTIVE
CUST000249,Amit,Iyer,amit.iyer249@example.com,9474959325,2025-11-12,90,2024-03-15,ACTIVE
CUST000250,Amit,Malhotra,amit.malhotra250@example.com,9138305798,2017-07-08,65,2025-08-21,ACTIVE
CUST000251,Vishal,Sharma,vishal.sharma251@example.com,9334301092,2021-04-11,26,2025-04-27,NEW
CUST000252,Sunita,Roy,sunita.roy252@example.com,9811249817,2020-11-19,1,2025-09-20,INACTIVE
CUST000253,Sunita,Mehra,sunita.mehra253@example.com,9601701288,2020-03-07,45,2023-06-22,ACTIVE
CUST000254,Kavita,Iyer,kavita.iyer254@example.com,9279125051,2023-08-19,96,2022-10-10,GUEST
CUST000255,Amit,Sharma,amit.sharma255@example.com,9678337274,2018-10-16,39,2024-09-30,ACTIVE
CUST000256,Meera,Iyer,meera.iyer256@example.com,9605173180,2017-05-24,36,2024-10-05,ACTIVE
